,Z,N,me_diff_over_std
982,40.0,41.0,4.0
983,40.0,42.0,4.0
984,40.0,43.0,4.0
985,40.0,44.0,2.0
986,40.0,45.0,3.0
987,40.0,46.0,-2.0
988,40.0,47.0,3.0
989,40.0,48.0,1.0
990,40.0,49.0,4.0
991,40.0,50.0,-1.0
992,40.0,51.0,-1.0
993,40.0,52.0,-3.0
994,40.0,53.0,3.0
995,40.0,54.0,3.0
996,40.0,55.0,4.0
997,40.0,56.0,4.0
998,40.0,57.0,4.0
999,40.0,58.0,3.0
1000,40.0,59.0,4.0
1001,40.0,60.0,2.0
1002,40.0,61.0,4.0
1003,40.0,62.0,4.0
1004,40.0,63.0,4.0
1005,40.0,64.0,4.0
1006,40.0,65.0,4.0
1007,40.0,66.0,4.0
1008,40.0,67.0,4.0
1009,40.0,68.0,4.0
1010,40.0,69.0,4.0
1011,40.0,70.0,4.0
1012,40.0,71.0,4.0
1013,40.0,72.0,4.0
1014,40.0,73.0,4.0
1015,40.0,74.0,4.0
1016,40.0,75.0,4.0
1017,40.0,76.0,4.0
1018,40.0,77.0,4.0
1019,40.0,78.0,4.0
1020,40.0,79.0,4.0
1021,40.0,80.0,4.0
1022,40.0,81.0,4.0
1023,40.0,82.0,4.0
1024,40.0,83.0,4.0
1025,40.0,84.0,4.0
1026,41.0,41.0,4.0
1027,41.0,42.0,4.0
1028,41.0,43.0,4.0
1029,41.0,44.0,4.0
1030,41.0,45.0,4.0
1031,41.0,46.0,2.0
1032,41.0,47.0,2.0
1033,41.0,48.0,1.0
1034,41.0,49.0,3.0
1035,41.0,50.0,3.0
1036,41.0,51.0,2.0
1037,41.0,52.0,-1.0
1038,41.0,53.0,2.0
1039,41.0,54.0,1.0
1040,41.0,55.0,4.0
1041,41.0,56.0,4.0
1042,41.0,57.0,4.0
1043,41.0,58.0,4.0
1044,41.0,59.0,4.0
1045,41.0,60.0,2.0
1046,41.0,61.0,3.0
1047,41.0,62.0,4.0
1048,41.0,63.0,4.0
1049,41.0,64.0,4.0
1050,41.0,65.0,3.0
1051,41.0,66.0,-1.0
1052,41.0,67.0,4.0
1053,41.0,68.0,4.0
1054,41.0,69.0,4.0
1055,41.0,70.0,4.0
1056,41.0,71.0,4.0
1057,41.0,72.0,4.0
1058,41.0,73.0,4.0
1059,41.0,74.0,4.0
1060,41.0,75.0,4.0
1061,41.0,76.0,4.0
1062,41.0,77.0,4.0
1063,41.0,78.0,4.0
1064,41.0,79.0,4.0
1065,41.0,80.0,4.0
1066,41.0,81.0,4.0
1067,41.0,82.0,4.0
1068,41.0,83.0,4.0
1069,41.0,84.0,4.0
1070,41.0,85.0,4.0
1071,41.0,86.0,4.0
1072,42.0,36.0,4.0
1073,42.0,37.0,4.0
1074,42.0,38.0,4.0
1075,42.0,39.0,4.0
1076,42.0,40.0,4.0
1077,42.0,41.0,4.0
1078,42.0,42.0,4.0
1079,42.0,43.0,4.0
1080,42.0,44.0,4.0
1081,42.0,45.0,4.0
1082,42.0,46.0,4.0
1083,42.0,47.0,4.0
1084,42.0,48.0,-1.0
1085,42.0,49.0,-3.0
1086,42.0,50.0,-4.0
1087,42.0,51.0,-1.0
1088,42.0,52.0,-2.0
1089,42.0,53.0,-2.0
1090,42.0,54.0,-4.0
1091,42.0,55.0,-4.0
1092,42.0,56.0,-3.0
1093,42.0,57.0,2.0
1094,42.0,58.0,4.0
1095,42.0,59.0,4.0
1096,42.0,60.0,2.0
1097,42.0,61.0,1.0
1098,42.0,62.0,-2.0
1099,42.0,63.0,1.0
1100,42.0,64.0,-1.0
1101,42.0,65.0,-2.0
1102,42.0,66.0,-4.0
1103,42.0,67.0,-2.0
1104,42.0,68.0,1.0
1105,42.0,69.0,4.0
1106,42.0,70.0,4.0
1107,42.0,71.0,4.0
1108,42.0,72.0,4.0
1109,42.0,73.0,4.0
1110,42.0,74.0,4.0
1111,42.0,75.0,4.0
1112,42.0,76.0,4.0
1113,42.0,77.0,4.0
1114,42.0,78.0,4.0
1115,42.0,79.0,4.0
1116,42.0,80.0,4.0
1117,42.0,81.0,4.0
1118,42.0,82.0,4.0
1119,42.0,83.0,4.0
1120,42.0,84.0,4.0
1121,42.0,85.0,4.0
1122,42.0,86.0,4.0
1123,43.0,43.0,4.0
1124,43.0,44.0,4.0
1125,43.0,45.0,4.0
1126,43.0,46.0,4.0
1127,43.0,47.0,4.0
1128,43.0,48.0,3.0
1129,43.0,49.0,-1.0
1130,43.0,50.0,-1.0
1131,43.0,51.0,-3.0
1132,43.0,52.0,2.0
1133,43.0,53.0,3.0
1134,43.0,54.0,-3.0
1135,43.0,55.0,-3.0
1136,43.0,56.0,-4.0
1137,43.0,57.0,-1.0
1138,43.0,58.0,3.0
1139,43.0,59.0,4.0
1140,43.0,60.0,4.0
1141,43.0,61.0,4.0
1142,43.0,62.0,2.0
1143,43.0,63.0,1.0
1144,43.0,64.0,1.0
1145,43.0,65.0,1.0
1146,43.0,66.0,-4.0
1147,43.0,67.0,-1.0
1148,43.0,68.0,1.0
1149,43.0,69.0,4.0
1150,43.0,70.0,4.0
1151,43.0,71.0,4.0
1152,43.0,72.0,4.0
1153,43.0,73.0,4.0
1154,43.0,74.0,4.0
1155,43.0,75.0,4.0
1156,43.0,76.0,4.0
1157,43.0,77.0,4.0
1158,43.0,78.0,4.0
1159,43.0,79.0,4.0
1160,43.0,80.0,4.0
1161,43.0,81.0,4.0
1162,43.0,82.0,4.0
1163,43.0,83.0,4.0
1164,43.0,84.0,4.0
1165,43.0,85.0,4.0
1166,43.0,86.0,4.0
1167,43.0,87.0,4.0
1168,43.0,88.0,4.0
1169,43.0,89.0,4.0
1170,43.0,90.0,4.0
1171,44.0,39.0,4.0
1172,44.0,40.0,4.0
1173,44.0,41.0,4.0
1174,44.0,42.0,4.0
1175,44.0,43.0,4.0
1176,44.0,44.0,4.0
1177,44.0,45.0,4.0
1178,44.0,46.0,4.0
1179,44.0,47.0,4.0
1180,44.0,48.0,-3.0
1181,44.0,49.0,-4.0
1182,44.0,50.0,-4.0
1183,44.0,51.0,-4.0
1184,44.0,52.0,2.0
1185,44.0,53.0,4.0
1186,44.0,54.0,2.0
1187,44.0,55.0,1.0
1188,44.0,56.0,-2.0
1189,44.0,57.0,-1.0
1190,44.0,58.0,-1.0
1191,44.0,59.0,3.0
1192,44.0,60.0,4.0
1193,44.0,61.0,4.0
1194,44.0,62.0,3.0
1195,44.0,63.0,2.0
1196,44.0,64.0,-2.0
1197,44.0,65.0,-3.0
1198,44.0,66.0,-4.0
1199,44.0,67.0,-4.0
1200,44.0,68.0,-4.0
1201,44.0,69.0,-1.0
1202,44.0,70.0,-1.0
1203,44.0,71.0,4.0
1204,44.0,72.0,4.0
1205,44.0,73.0,4.0
1206,44.0,74.0,4.0
1207,44.0,75.0,4.0
1208,44.0,76.0,4.0
1209,44.0,77.0,4.0
1210,44.0,78.0,4.0
1211,44.0,79.0,4.0
1212,44.0,80.0,4.0
1213,44.0,81.0,4.0
1214,44.0,82.0,4.0
1215,44.0,83.0,4.0
1216,44.0,84.0,4.0
1217,44.0,85.0,4.0
1218,44.0,86.0,4.0
1219,44.0,87.0,4.0
1220,44.0,88.0,4.0
1221,44.0,89.0,4.0
1222,44.0,90.0,4.0
1223,44.0,91.0,4.0
1224,44.0,92.0,4.0
1225,45.0,45.0,4.0
1226,45.0,46.0,4.0
1227,45.0,47.0,4.0
1228,45.0,48.0,4.0
1229,45.0,49.0,-4.0
1230,45.0,50.0,-4.0
1231,45.0,51.0,-4.0
1232,45.0,52.0,4.0
1233,45.0,53.0,4.0
1234,45.0,54.0,4.0
1235,45.0,55.0,4.0
1236,45.0,56.0,4.0
1237,45.0,57.0,3.0
1238,45.0,58.0,2.0
1239,45.0,59.0,3.0
1240,45.0,60.0,4.0
1241,45.0,61.0,4.0
1242,45.0,62.0,4.0
1243,45.0,63.0,4.0
1244,45.0,64.0,2.0
1245,45.0,65.0,-2.0
1246,45.0,66.0,-4.0
1247,45.0,67.0,-2.0
1248,45.0,68.0,1.0
1249,45.0,69.0,1.0
1250,45.0,70.0,2.0
1251,45.0,71.0,4.0
1252,45.0,72.0,4.0
1253,45.0,73.0,4.0
1254,45.0,74.0,4.0
1255,45.0,75.0,4.0
1256,45.0,76.0,4.0
1257,45.0,77.0,4.0
1258,45.0,78.0,4.0
1259,45.0,79.0,4.0
1260,45.0,80.0,4.0
1261,45.0,81.0,4.0
1262,45.0,82.0,4.0
1263,45.0,83.0,4.0
1264,45.0,84.0,4.0
1265,45.0,85.0,4.0
1266,45.0,86.0,4.0
1267,45.0,87.0,4.0
1268,45.0,88.0,4.0
1269,45.0,89.0,4.0
1270,45.0,90.0,4.0
1271,45.0,91.0,4.0
1272,45.0,92.0,4.0
1273,45.0,93.0,4.0
1274,45.0,94.0,4.0
1275,45.0,95.0,4.0
1276,45.0,96.0,4.0
1277,45.0,97.0,4.0
1278,45.0,98.0,4.0
1279,45.0,99.0,4.0
1280,45.0,100.0,4.0
1281,46.0,41.0,4.0
1282,46.0,42.0,4.0
1283,46.0,43.0,4.0
1284,46.0,44.0,4.0
1285,46.0,45.0,4.0
1286,46.0,46.0,4.0
1287,46.0,47.0,4.0
1288,46.0,48.0,4.0
1289,46.0,49.0,1.0
1290,46.0,50.0,-4.0
1291,46.0,51.0,-4.0
1292,46.0,52.0,4.0
1293,46.0,53.0,4.0
1294,46.0,54.0,4.0
1295,46.0,55.0,4.0
1296,46.0,56.0,2.0
1297,46.0,57.0,4.0
1298,46.0,58.0,3.0
1299,46.0,59.0,4.0
1300,46.0,60.0,4.0
1301,46.0,61.0,4.0
1302,46.0,62.0,4.0
1303,46.0,63.0,4.0
1304,46.0,64.0,4.0
1305,46.0,65.0,2.0
1306,46.0,66.0,-2.0
1307,46.0,67.0,-1.0
1308,46.0,68.0,-2.0
1309,46.0,69.0,-1.0
1310,46.0,70.0,1.0
1311,46.0,71.0,3.0
1312,46.0,72.0,2.0
1313,46.0,73.0,3.0
1314,46.0,74.0,4.0
1315,46.0,75.0,4.0
1316,46.0,76.0,4.0
1317,46.0,77.0,4.0
1318,46.0,78.0,4.0
1319,46.0,79.0,4.0
1320,46.0,80.0,4.0
1321,46.0,81.0,4.0
1322,46.0,82.0,4.0
1323,46.0,83.0,4.0
1324,46.0,84.0,4.0
1325,46.0,85.0,4.0
1326,46.0,86.0,4.0
1327,46.0,87.0,4.0
1328,46.0,88.0,4.0
1329,46.0,89.0,4.0
1330,46.0,90.0,4.0
1331,46.0,91.0,4.0
1332,46.0,92.0,4.0
1333,46.0,93.0,4.0
1334,46.0,94.0,4.0
1335,46.0,95.0,4.0
1336,46.0,96.0,4.0
1337,46.0,97.0,4.0
1338,46.0,98.0,4.0
1339,47.0,48.0,4.0
1340,47.0,49.0,4.0
1341,47.0,50.0,-1.0
1342,47.0,51.0,-4.0
1343,47.0,52.0,4.0
1344,47.0,53.0,4.0
1345,47.0,54.0,4.0
1346,47.0,55.0,4.0
1347,47.0,56.0,4.0
1348,47.0,57.0,4.0
1349,47.0,58.0,4.0
1350,47.0,59.0,4.0
1351,47.0,60.0,4.0
1352,47.0,61.0,4.0
1353,47.0,62.0,4.0
1354,47.0,63.0,4.0
1355,47.0,64.0,4.0
1356,47.0,65.0,4.0
1357,47.0,66.0,4.0
1358,47.0,67.0,4.0
1359,47.0,68.0,2.0
1360,47.0,69.0,1.0
1361,47.0,70.0,1.0
1362,47.0,71.0,4.0
1363,47.0,72.0,4.0
1364,47.0,73.0,4.0
1365,47.0,74.0,4.0
1366,47.0,75.0,4.0
1367,47.0,76.0,4.0
1368,47.0,77.0,4.0
1369,47.0,78.0,4.0
1370,47.0,79.0,4.0
1371,47.0,80.0,4.0
1372,47.0,81.0,4.0
1373,47.0,82.0,4.0
1374,47.0,83.0,4.0
1375,47.0,84.0,4.0
1376,47.0,85.0,4.0
1377,47.0,86.0,4.0
1378,47.0,87.0,4.0
1379,47.0,88.0,4.0
1380,47.0,89.0,4.0
1381,47.0,90.0,4.0
1382,47.0,91.0,4.0
1383,47.0,92.0,4.0
1384,47.0,93.0,4.0
1385,47.0,94.0,4.0
1386,47.0,95.0,4.0
1387,47.0,96.0,4.0
1388,47.0,97.0,4.0
1389,47.0,98.0,4.0
1390,48.0,44.0,4.0
1391,48.0,45.0,4.0
1392,48.0,46.0,4.0
1393,48.0,47.0,4.0
1394,48.0,48.0,4.0
1395,48.0,49.0,4.0
1396,48.0,50.0,4.0
1397,48.0,51.0,1.0
1398,48.0,52.0,4.0
1399,48.0,53.0,4.0
1400,48.0,54.0,2.0
1401,48.0,55.0,4.0
1402,48.0,56.0,3.0
1403,48.0,57.0,4.0
1404,48.0,58.0,1.0
1405,48.0,59.0,1.0
1406,48.0,60.0,-2.0
1407,48.0,61.0,1.0
1408,48.0,62.0,1.0
1409,48.0,63.0,4.0
1410,48.0,64.0,4.0
1411,48.0,65.0,4.0
1412,48.0,66.0,4.0
1413,48.0,67.0,4.0
1414,48.0,68.0,4.0
1415,48.0,69.0,4.0
1416,48.0,70.0,4.0
1417,48.0,71.0,3.0
1418,48.0,72.0,3.0
1419,48.0,73.0,3.0
1420,48.0,74.0,4.0
1421,48.0,75.0,3.0
1422,48.0,76.0,3.0
1423,48.0,77.0,4.0
1424,48.0,78.0,2.0
1425,48.0,79.0,4.0
1426,48.0,80.0,4.0
1427,48.0,81.0,3.0
1428,48.0,82.0,4.0
1429,48.0,83.0,4.0
1430,48.0,84.0,4.0
1431,48.0,85.0,4.0
1432,48.0,86.0,4.0
1433,48.0,87.0,4.0
1434,48.0,88.0,4.0
1435,48.0,89.0,4.0
1436,48.0,90.0,4.0
1437,48.0,91.0,4.0
1438,48.0,92.0,4.0
1439,48.0,93.0,4.0
1440,48.0,94.0,4.0
1441,48.0,95.0,4.0
1442,48.0,96.0,4.0
1443,48.0,97.0,4.0
1444,48.0,98.0,4.0
1445,48.0,99.0,4.0
1446,48.0,100.0,4.0
1447,48.0,101.0,4.0
1448,48.0,102.0,4.0
1449,48.0,103.0,4.0
1450,48.0,104.0,3.0
1451,48.0,105.0,4.0
1452,48.0,106.0,4.0
1453,49.0,49.0,4.0
1454,49.0,50.0,4.0
1455,49.0,51.0,4.0
1456,49.0,52.0,1.0
1457,49.0,53.0,2.0
1458,49.0,54.0,2.0
1459,49.0,55.0,2.0
1460,49.0,56.0,1.0
1461,49.0,57.0,3.0
1462,49.0,58.0,4.0
1463,49.0,59.0,4.0
1464,49.0,60.0,-1.0
1465,49.0,61.0,1.0
1466,49.0,62.0,-1.0
1467,49.0,63.0,2.0
1468,49.0,64.0,2.0
1469,49.0,65.0,4.0
1470,49.0,66.0,4.0
1471,49.0,67.0,4.0
1472,49.0,68.0,4.0
1473,49.0,69.0,4.0
1474,49.0,70.0,4.0
1475,49.0,71.0,4.0
1476,49.0,72.0,4.0
1477,49.0,73.0,2.0
1478,49.0,74.0,1.0
1479,49.0,75.0,1.0
1480,49.0,76.0,2.0
1481,49.0,77.0,-1.0
1482,49.0,78.0,-2.0
1483,49.0,79.0,-2.0
1484,49.0,80.0,1.0
1485,49.0,81.0,-4.0
1486,49.0,82.0,-1.0
1487,49.0,83.0,4.0
1488,49.0,84.0,4.0
1489,49.0,85.0,4.0
1490,49.0,86.0,4.0
1491,49.0,87.0,4.0
1492,49.0,88.0,4.0
1493,49.0,89.0,4.0
1494,49.0,90.0,4.0
1495,49.0,91.0,4.0
1496,49.0,92.0,4.0
1497,49.0,93.0,4.0
1498,49.0,94.0,4.0
1499,49.0,95.0,4.0
1500,49.0,96.0,4.0
1501,49.0,97.0,4.0
1502,49.0,98.0,4.0
1503,49.0,99.0,4.0
1504,49.0,100.0,4.0
1505,49.0,101.0,4.0
1506,49.0,102.0,4.0
1507,49.0,103.0,1.0
1508,49.0,104.0,-2.0
1509,49.0,105.0,1.0
1510,49.0,106.0,2.0
1511,49.0,107.0,4.0
1512,49.0,108.0,4.0
1513,50.0,48.0,4.0
1514,50.0,49.0,4.0
1515,50.0,50.0,4.0
1516,50.0,51.0,4.0
1517,50.0,52.0,-4.0
1518,50.0,53.0,-4.0
1519,50.0,54.0,-4.0
1520,50.0,55.0,-2.0
1521,50.0,56.0,-4.0
1522,50.0,57.0,-4.0
1523,50.0,58.0,-4.0
1524,50.0,59.0,-2.0
1525,50.0,60.0,1.0
1526,50.0,61.0,1.0
1527,50.0,62.0,-3.0
1528,50.0,63.0,-2.0
1529,50.0,64.0,-4.0
1530,50.0,65.0,-2.0
1531,50.0,66.0,-2.0
1532,50.0,67.0,2.0
1533,50.0,68.0,2.0
1534,50.0,69.0,4.0
1535,50.0,70.0,4.0
1536,50.0,71.0,4.0
1537,50.0,72.0,3.0
1538,50.0,73.0,3.0
1539,50.0,74.0,2.0
1540,50.0,75.0,2.0
1541,50.0,76.0,-1.0
1542,50.0,77.0,-1.0
1543,50.0,78.0,-2.0
1544,50.0,79.0,-1.0
1545,50.0,80.0,-2.0
1546,50.0,81.0,-4.0
1547,50.0,82.0,-4.0
1548,50.0,83.0,-3.0
1549,50.0,84.0,2.0
1550,50.0,85.0,4.0
1551,50.0,86.0,4.0
1552,50.0,87.0,4.0
1553,50.0,88.0,4.0
1554,50.0,89.0,4.0
1555,50.0,90.0,4.0
1556,50.0,91.0,4.0
1557,50.0,92.0,4.0
1558,50.0,93.0,4.0
1559,50.0,94.0,4.0
1560,50.0,95.0,4.0
1561,50.0,96.0,4.0
1562,50.0,97.0,4.0
1563,50.0,98.0,4.0
1564,50.0,99.0,4.0
1565,50.0,100.0,4.0
1566,50.0,101.0,4.0
1567,50.0,102.0,4.0
1568,50.0,103.0,1.0
1569,50.0,104.0,-4.0
1570,50.0,105.0,-4.0
1571,50.0,106.0,-1.0
1572,50.0,107.0,1.0
1573,50.0,108.0,4.0
1574,50.0,109.0,4.0
1575,50.0,110.0,4.0
1576,50.0,111.0,4.0
1577,50.0,112.0,4.0
1578,51.0,55.0,-1.0
1579,51.0,56.0,1.0
1580,51.0,57.0,1.0
1581,51.0,58.0,-2.0
1582,51.0,59.0,1.0
1583,51.0,60.0,-1.0
1584,51.0,61.0,3.0
1585,51.0,62.0,4.0
1586,51.0,63.0,3.0
1587,51.0,64.0,1.0
1588,51.0,65.0,1.0
1589,51.0,66.0,-1.0
1590,51.0,67.0,1.0
1591,51.0,68.0,-1.0
1592,51.0,69.0,3.0
1593,51.0,70.0,3.0
1594,51.0,71.0,4.0
1595,51.0,72.0,4.0
1596,51.0,73.0,4.0
1597,51.0,74.0,2.0
1598,51.0,75.0,4.0
1599,51.0,76.0,1.0
1600,51.0,77.0,3.0
1601,51.0,78.0,-1.0
1602,51.0,79.0,2.0
1603,51.0,80.0,1.0
1604,51.0,81.0,-1.0
1605,51.0,82.0,-3.0
1606,51.0,83.0,-2.0
1607,51.0,84.0,2.0
1608,51.0,85.0,4.0
1609,51.0,86.0,4.0
1610,51.0,87.0,4.0
1611,51.0,88.0,4.0
1612,51.0,89.0,4.0
1613,51.0,90.0,4.0
1614,51.0,91.0,4.0
1615,51.0,92.0,4.0
1616,51.0,93.0,4.0
1617,51.0,94.0,4.0
1618,51.0,95.0,4.0
1619,51.0,96.0,4.0
1620,51.0,97.0,4.0
1621,51.0,98.0,4.0
1622,51.0,99.0,4.0
1623,51.0,100.0,4.0
1624,51.0,101.0,4.0
1625,51.0,102.0,4.0
1626,51.0,103.0,-4.0
1627,51.0,104.0,-4.0
1628,51.0,105.0,-4.0
1629,51.0,106.0,-4.0
1630,51.0,107.0,-3.0
1631,51.0,108.0,-1.0
1632,51.0,109.0,2.0
1633,51.0,110.0,4.0
1634,51.0,111.0,4.0
1635,51.0,112.0,4.0
1636,51.0,113.0,4.0
1637,51.0,114.0,4.0
1638,51.0,115.0,4.0
1639,51.0,116.0,4.0
1640,52.0,52.0,4.0
1641,52.0,53.0,4.0
1642,52.0,54.0,1.0
1643,52.0,55.0,-1.0
1644,52.0,56.0,-2.0
1645,52.0,57.0,-1.0
1646,52.0,58.0,-2.0
1647,52.0,59.0,-1.0
1648,52.0,60.0,-3.0
1649,52.0,61.0,-1.0
1650,52.0,62.0,1.0
1651,52.0,63.0,3.0
1652,52.0,64.0,3.0
1653,52.0,65.0,3.0
1654,52.0,66.0,1.0
1655,52.0,67.0,-1.0
1656,52.0,68.0,-2.0
1657,52.0,69.0,1.0
1658,52.0,70.0,-1.0
1659,52.0,71.0,3.0
1660,52.0,72.0,4.0
1661,52.0,73.0,4.0
1662,52.0,74.0,4.0
1663,52.0,75.0,4.0
1664,52.0,76.0,2.0
1665,52.0,77.0,2.0
1666,52.0,78.0,-1.0
1667,52.0,79.0,1.0
1668,52.0,80.0,-1.0
1669,52.0,81.0,1.0
1670,52.0,82.0,2.0
1671,52.0,83.0,3.0
1672,52.0,84.0,3.0
1673,52.0,85.0,4.0
1674,52.0,86.0,4.0
1675,52.0,87.0,4.0
1676,52.0,88.0,4.0
1677,52.0,89.0,4.0
1678,52.0,90.0,4.0
1679,52.0,91.0,4.0
1680,52.0,92.0,4.0
1681,52.0,93.0,4.0
1682,52.0,94.0,4.0
1683,52.0,95.0,4.0
1684,52.0,96.0,4.0
1685,52.0,97.0,4.0
1686,52.0,98.0,4.0
1687,52.0,99.0,4.0
1688,52.0,100.0,4.0
1689,52.0,101.0,4.0
1690,52.0,102.0,-1.0
1691,52.0,103.0,-4.0
1692,52.0,104.0,-4.0
1693,52.0,105.0,-4.0
1694,52.0,106.0,-4.0
1695,52.0,107.0,-4.0
1696,52.0,108.0,-4.0
1697,52.0,109.0,-3.0
1698,52.0,110.0,-1.0
1699,52.0,111.0,2.0
1700,52.0,112.0,3.0
1701,52.0,113.0,4.0
1702,52.0,114.0,4.0
1703,52.0,115.0,4.0
1704,52.0,116.0,4.0
1705,52.0,117.0,4.0
1706,52.0,118.0,4.0
1707,53.0,57.0,1.0
1708,53.0,58.0,1.0
1709,53.0,59.0,3.0
1710,53.0,60.0,1.0
1711,53.0,61.0,1.0
1712,53.0,62.0,-1.0
1713,53.0,63.0,2.0
1714,53.0,64.0,3.0
1715,53.0,65.0,4.0
1716,53.0,66.0,3.0
1717,53.0,67.0,2.0
1718,53.0,68.0,-1.0
1719,53.0,69.0,-1.0
1720,53.0,70.0,-1.0
1721,53.0,71.0,2.0
1722,53.0,72.0,2.0
1723,53.0,73.0,4.0
1724,53.0,74.0,4.0
1725,53.0,75.0,4.0
1726,53.0,76.0,4.0
1727,53.0,77.0,4.0
1728,53.0,78.0,2.0
1729,53.0,79.0,3.0
1730,53.0,80.0,1.0
1731,53.0,81.0,-2.0
1732,53.0,82.0,1.0
1733,53.0,83.0,4.0
1734,53.0,84.0,4.0
1735,53.0,85.0,4.0
1736,53.0,86.0,4.0
1737,53.0,87.0,4.0
1738,53.0,88.0,4.0
1739,53.0,89.0,4.0
1740,53.0,90.0,4.0
1741,53.0,91.0,4.0
1742,53.0,92.0,4.0
1743,53.0,93.0,4.0
1744,53.0,94.0,4.0
1745,53.0,95.0,4.0
1746,53.0,96.0,4.0
1747,53.0,97.0,4.0
1748,53.0,98.0,4.0
1749,53.0,99.0,4.0
1750,53.0,100.0,4.0
1751,53.0,101.0,3.0
1752,53.0,102.0,-4.0
1753,53.0,103.0,-4.0
1754,53.0,104.0,-4.0
1755,53.0,105.0,-4.0
1756,53.0,106.0,-4.0
1757,53.0,107.0,-4.0
1758,53.0,108.0,-4.0
1759,53.0,109.0,-4.0
1760,53.0,110.0,-3.0
1761,53.0,111.0,-2.0
1762,53.0,112.0,1.0
1763,53.0,113.0,2.0
1764,53.0,114.0,4.0
1765,53.0,115.0,4.0
1766,53.0,116.0,4.0
1767,53.0,117.0,4.0
1768,53.0,118.0,4.0
1769,54.0,54.0,4.0
1770,54.0,55.0,4.0
1771,54.0,56.0,4.0
1772,54.0,57.0,1.0
1773,54.0,58.0,-1.0
1774,54.0,59.0,-1.0
1775,54.0,60.0,1.0
1776,54.0,61.0,1.0
1777,54.0,62.0,-2.0
1778,54.0,63.0,-1.0
1779,54.0,64.0,-2.0
1780,54.0,65.0,2.0
1781,54.0,66.0,2.0
1782,54.0,67.0,4.0
1783,54.0,68.0,1.0
1784,54.0,69.0,-1.0
1785,54.0,70.0,-2.0
1786,54.0,71.0,-1.0
1787,54.0,72.0,-3.0
1788,54.0,73.0,-1.0
1789,54.0,74.0,-1.0
1790,54.0,75.0,3.0
1791,54.0,76.0,4.0
1792,54.0,77.0,4.0
1793,54.0,78.0,2.0
1794,54.0,79.0,1.0
1795,54.0,80.0,-2.0
1796,54.0,81.0,-3.0
1797,54.0,82.0,-4.0
1798,54.0,83.0,1.0
1799,54.0,84.0,4.0
1800,54.0,85.0,4.0
1801,54.0,86.0,4.0
1802,54.0,87.0,4.0
1803,54.0,88.0,3.0
1804,54.0,89.0,4.0
1805,54.0,90.0,4.0
1806,54.0,91.0,4.0
1807,54.0,92.0,4.0
1808,54.0,93.0,4.0
1809,54.0,94.0,4.0
1810,54.0,95.0,4.0
1811,54.0,96.0,4.0
1812,54.0,97.0,4.0
1813,54.0,98.0,4.0
1814,54.0,99.0,4.0
1815,54.0,100.0,4.0
1816,54.0,101.0,1.0
1817,54.0,102.0,-4.0
1818,54.0,103.0,-4.0
1819,54.0,104.0,-4.0
1820,54.0,105.0,-4.0
1821,54.0,106.0,-4.0
1822,54.0,107.0,-4.0
1823,54.0,108.0,-4.0
1824,54.0,109.0,-4.0
1825,54.0,110.0,-4.0
1826,54.0,111.0,-4.0
1827,54.0,112.0,-3.0
1828,54.0,113.0,-1.0
1829,54.0,114.0,1.0
1830,54.0,115.0,2.0
1831,54.0,116.0,4.0
1832,54.0,117.0,4.0
1833,54.0,118.0,4.0
1834,54.0,119.0,4.0
1835,54.0,120.0,4.0
1836,54.0,121.0,4.0
1837,54.0,122.0,4.0
1838,54.0,123.0,4.0
1839,54.0,124.0,4.0
1840,54.0,125.0,4.0
1841,54.0,126.0,4.0
1842,55.0,60.0,3.0
1843,55.0,61.0,3.0
1844,55.0,62.0,2.0
1845,55.0,63.0,2.0
1846,55.0,64.0,1.0
1847,55.0,65.0,1.0
1848,55.0,66.0,2.0
1849,55.0,67.0,3.0
1850,55.0,68.0,3.0
1851,55.0,69.0,4.0
1852,55.0,70.0,2.0
1853,55.0,71.0,1.0
1854,55.0,72.0,-1.0
1855,55.0,73.0,1.0
1856,55.0,74.0,1.0
1857,55.0,75.0,2.0
1858,55.0,76.0,4.0
1859,55.0,77.0,4.0
1860,55.0,78.0,4.0
1861,55.0,79.0,4.0
1862,55.0,80.0,1.0
1863,55.0,81.0,-2.0
1864,55.0,82.0,-3.0
1865,55.0,83.0,-1.0
1866,55.0,84.0,3.0
1867,55.0,85.0,4.0
1868,55.0,86.0,4.0
1869,55.0,87.0,4.0
1870,55.0,88.0,3.0
1871,55.0,89.0,4.0
1872,55.0,90.0,3.0
1873,55.0,91.0,4.0
1874,55.0,92.0,3.0
1875,55.0,93.0,4.0
1876,55.0,94.0,4.0
1877,55.0,95.0,4.0
1878,55.0,96.0,4.0
1879,55.0,97.0,4.0
1880,55.0,98.0,4.0
1881,55.0,99.0,4.0
1882,55.0,100.0,4.0
1883,55.0,101.0,-3.0
1884,55.0,102.0,-4.0
1885,55.0,103.0,-4.0
1886,55.0,104.0,-4.0
1887,55.0,105.0,-4.0
1888,55.0,106.0,-4.0
1889,55.0,107.0,-4.0
1890,55.0,108.0,-4.0
1891,55.0,109.0,-4.0
1892,55.0,110.0,-4.0
1893,55.0,111.0,-4.0
1894,55.0,112.0,-4.0
1895,55.0,113.0,-3.0
1896,55.0,114.0,-1.0
1897,55.0,115.0,1.0
1898,55.0,116.0,2.0
1899,55.0,117.0,4.0
1900,55.0,118.0,4.0
1901,55.0,119.0,4.0
1902,55.0,120.0,4.0
